"id","signup_date","loyalty","location","gender","age","favorite_movie_line","number_of_purchases","value_of_purchases","total_standard_points","total_points_redeemed","first_order_date","last_order_date","time_between_purchases","average_order_value","time_to_first_purchase"
15675,"2013-07-24","enrolled","LA","C",NA,NA,7,11860,1160,0,"2013-08-27","2013-12-12",20.1428571428571,1694.28571428571,34
15676,"2013-07-24","enrolled","SF",NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15677,"2013-07-24","enrolled",NA,"A","wise",NA,1,1418,140,0,"2013-11-05","2013-11-05",104,1418,104
15678,"2013-07-24","enrolled",NA,NA,NA,NA,2,5387,530,0,"2013-08-01","2013-09-10",24,2693.5,8
15679,"2013-07-24","enrolled",NA,"C",NA,"Cinderella story.  Outta nowhere.  A former greenskeeper, now, about to  become the Masters champion.  It looks like a mirac...It's in the hole!  It's in the hole!  It's in the hole!",1,2191,210,0,"2013-11-05","2013-11-05",104,2191,104
15680,"2013-07-24","control","NY","B",NA,NA,1,1136,0,0,"2013-12-17","2013-12-17",146,1136,146
15681,"2013-07-24","control","LA",NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15682,"2013-07-24","control",NA,"B",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15683,"2013-07-24","enrolled",NA,NA,NA,NA,1,1221,120,0,"2013-10-11","2013-10-11",79,1221,79
15684,"2013-07-24","enrolled","NY","A",NA,"Rosebud.",4,2679,260,0,"2013-08-24","2013-12-12",35.25,669.75,31
15685,"2013-07-24","control","NY","D",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15686,"2013-07-24","enrolled",NA,NA,NA,NA,43,230804,22690,20000,"2013-07-25","2013-12-30",3.69767441860465,5367.53488372093,1
15687,"2013-07-25","control","NY",NA,NA,"You can't handle the truth!",2,8614,0,0,"2013-08-21","2013-11-10",54,4307,27
15688,"2013-07-25","control","LA",NA,"young",NA,2,3248,0,0,"2013-08-30","2013-12-18",73,1624,36
15689,"2013-07-25","control",NA,NA,"wise",NA,0,0,0,0,NA,NA,NA,NA,NA
15690,"2013-07-25","control",NA,"D",NA,NA,3,11621,0,0,"2013-09-17","2013-09-27",21.3333333333333,3873.66666666667,54
15691,"2013-07-25","control","LA",NA,NA,"Mother of mercy, is this the end of Rico?",2,10786,0,0,"2013-09-07","2013-11-18",58,5393,44
15692,"2013-07-25","control","NY",NA,NA,NA,2,19440,0,0,"2013-08-17","2013-12-23",75.5,9720,23
15693,"2013-07-25","enrolled","NY",NA,NA,"Say ""hello"" to my little friend!",1,460,40,0,"2013-10-17","2013-10-17",84,460,84
15694,"2013-07-25","enrolled",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15695,"2013-07-25","control",NA,"A",NA,NA,1,220,0,0,"2013-10-28","2013-10-28",95,220,95
15696,"2013-07-25","control","NY","D","oldish",NA,1,3904,0,0,"2013-08-03","2013-08-03",9,3904,9
15697,"2013-07-25","control","NY","D",NA,"My precious.",4,9046,0,0,"2013-09-04","2013-09-24",15.25,2261.5,41
15698,"2013-07-25","enrolled",NA,NA,"young",NA,11,8270,760,0,"2013-08-07","2013-12-04",12,751.818181818182,13
15699,"2013-07-25","control",NA,"D",NA,NA,1,3459,0,0,"2013-11-11","2013-11-11",109,3459,109
15700,"2013-07-25","enrolled","LA",NA,"young",NA,15,29103,2830,0,"2013-08-03","2013-12-25",10.2,1940.2,9
15701,"2013-07-25","control","SF","B",NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15702,"2013-07-25","control",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15703,"2013-07-25","control",NA,"B",NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15704,"2013-07-26","control","SF","A","wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15705,"2013-07-26","control","LA",NA,"oldish","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15706,"2013-07-26","control",NA,"D",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15707,"2013-07-26","enrolled",NA,NA,NA,NA,13,29293,2870,0,"2013-07-27","2013-12-06",10.2307692307692,2253.30769230769,1
15708,"2013-07-26","enrolled",NA,"B",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15709,"2013-07-26","enrolled",NA,NA,"youthful","Sawyer, you're going out a youngster, but you've got to come back a star!",6,36331,3600,0,"2013-08-10","2013-12-20",24.5,6055.16666666667,15
15710,"2013-07-26","control",NA,NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15711,"2013-07-26","enrolled","SF",NA,"young","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15712,"2013-07-26","control","LA",NA,"youthful","Well, nobody's perfect.",1,7047,0,0,"2013-11-18","2013-11-18",115,7047,115
15713,"2013-07-26","control",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15714,"2013-07-26","enrolled","NY",NA,"wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15715,"2013-07-26","control","NY",NA,NA,"Who's on first.",3,6030,0,0,"2013-10-22","2013-11-24",40.3333333333333,2010,88
15716,"2013-07-26","enrolled","LA","A","oldish","You can't handle the truth!",2,5714,560,0,"2013-08-26","2013-12-16",71.5,2857,31
15717,"2013-07-26","enrolled",NA,"B","youthful",NA,1,2019,200,0,"2013-11-18","2013-11-18",115,2019,115
15718,"2013-07-26","control","NY","C",NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15719,"2013-07-26","enrolled",NA,"D","oldish",NA,9,30186,2970,0,"2013-09-10","2013-12-20",16.3333333333333,3354,46
15720,"2013-07-26","enrolled","LA",NA,"youthful","Forget it, Jake, it's Chinatown.",1,5373,530,0,"2013-12-25","2013-12-25",152,5373,152
15721,"2013-07-26","enrolled",NA,"A","wise",NA,0,0,0,0,NA,NA,NA,NA,NA
15722,"2013-07-26","enrolled","NY","D","wise",NA,0,0,0,0,NA,NA,NA,NA,NA
15723,"2013-07-26","control",NA,"D","young","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15724,"2013-07-26","control",NA,"A",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15725,"2013-07-26","control",NA,"B",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15726,"2013-07-26","enrolled","LA",NA,NA,"Life is a banquet, and most poor suckers are starving to death!",2,6296,620,0,"2013-10-23","2013-12-21",74,3148,89
15727,"2013-07-26","control","NY","C","wise",NA,11,13865,0,0,"2013-08-03","2013-12-29",14.1818181818182,1260.45454545455,8
15728,"2013-07-26","control",NA,"B",NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15729,"2013-07-26","enrolled",NA,NA,"youthful",NA,0,0,0,0,NA,NA,NA,NA,NA
15730,"2013-07-26","enrolled",NA,"D",NA,"Elementary, my dear Watson.",2,5832,570,0,"2013-07-29","2013-10-21",43.5,2916,3
15731,"2013-07-26","enrolled",NA,NA,NA,NA,3,2164,200,0,"2013-08-16","2013-12-24",50.3333333333333,721.333333333333,21
15732,"2013-07-26","enrolled",NA,"D","oldish","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15733,"2013-07-26","control",NA,"C","youthful","Greed, for lack of a better word, is good.",2,8978,0,0,"2013-11-16","2013-11-20",58.5,4489,113
15734,"2013-07-27","enrolled","NY",NA,"oldish",NA,3,7921,770,0,"2013-07-31","2013-12-22",49.3333333333333,2640.33333333333,4
15735,"2013-07-27","control","LA",NA,NA,"Life is a banquet, and most poor suckers are starving to death!",1,2092,0,0,"2013-10-28","2013-10-28",93,2092,93
15736,"2013-07-27","enrolled","SF",NA,NA,NA,1,1571,150,0,"2013-11-01","2013-11-01",97,1571,97
15737,"2013-07-27","control","SF",NA,"youthful",NA,0,0,0,0,NA,NA,NA,NA,NA
15738,"2013-07-27","control",NA,NA,NA,"Elementary, my dear Watson.",4,5441,0,0,"2013-08-01","2013-11-01",24.25,1360.25,5
15739,"2013-07-27","enrolled","SF",NA,NA,NA,7,4528,440,0,"2013-07-27","2013-12-23",21.2857142857143,646.857142857143,0
15740,"2013-07-27","control",NA,NA,"wise","Fasten your seatbelts. It's going to be a bumpy night.",6,6468,0,0,"2013-07-30","2013-12-10",22.6666666666667,1078,3
15741,"2013-07-27","control",NA,"C",NA,NA,1,1608,0,0,"2013-09-03","2013-09-03",38,1608,38
15742,"2013-07-27","enrolled","NY","B","oldish",NA,4,11179,1100,0,"2013-08-05","2013-10-19",21,2794.75,9
15743,"2013-07-27","enrolled",NA,NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15744,"2013-07-27","control",NA,NA,NA,NA,3,1655,0,0,"2013-08-24","2013-11-20",38.6666666666667,551.666666666667,28
15745,"2013-07-27","control",NA,NA,NA,"Love means never having to say you're sorry.",1,4612,0,0,"2013-11-23","2013-11-23",119,4612,119
15746,"2013-07-27","enrolled","LA",NA,NA,"We rob banks.",2,7920,780,0,"2013-09-08","2013-12-11",68.5,3960,43
15747,"2013-07-27","control","NY","D",NA,NA,1,3733,0,0,"2013-10-06","2013-10-06",71,3733,71
15748,"2013-07-27","control",NA,NA,"youthful",NA,1,1835,0,0,"2013-12-01","2013-12-01",127,1835,127
15749,"2013-07-27","control",NA,NA,"young","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15750,"2013-07-27","enrolled",NA,"C","young",NA,18,31147,3040,0,"2013-08-30","2013-12-25",8.38888888888889,1730.38888888889,34
15751,"2013-07-27","enrolled","LA","D",NA,NA,1,2744,270,0,"2013-08-25","2013-08-25",29,2744,29
15752,"2013-07-27","control","LA","D","young",NA,8,14250,0,0,"2013-08-12","2013-12-02",16,1781.25,16
15753,"2013-07-27","control",NA,NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15754,"2013-07-27","enrolled",NA,"B",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15755,"2013-07-27","enrolled",NA,"B",NA,NA,1,3933,390,0,"2013-12-24","2013-12-24",150,3933,150
15756,"2013-07-27","enrolled",NA,"A",NA,NA,2,6341,620,0,"2013-09-15","2013-09-26",30.5,3170.5,50
15757,"2013-07-27","enrolled","LA",NA,"youthful","Listen to them.  Children of the night.  What music they make.",2,5041,490,0,"2013-07-31","2013-10-15",40,2520.5,4
15758,"2013-07-27","control",NA,NA,NA,NA,1,1863,0,0,"2013-12-16","2013-12-16",142,1863,142
15759,"2013-07-27","control",NA,"B","wise",NA,0,0,0,0,NA,NA,NA,NA,NA
15760,"2013-07-27","control",NA,NA,NA,NA,8,2535,0,0,"2013-07-29","2013-12-26",19,316.875,2
15761,"2013-07-27","enrolled","SF","C","youthful","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15762,"2013-07-27","enrolled",NA,NA,NA,NA,11,26828,2630,0,"2013-08-10","2013-12-08",12.1818181818182,2438.90909090909,14
15763,"2013-07-27","control",NA,"C",NA,"Keep your friends close, but your enemies closer.",1,757,0,0,"2013-09-13","2013-09-13",48,757,48
15764,"2013-07-28","control","SF",NA,"youthful","There's no crying in baseball!",1,1953,0,0,"2013-10-11","2013-10-11",75,1953,75
15765,"2013-07-28","enrolled","NY","D","young","I am big!  It's the pictures that got small.",1,723,70,0,"2013-11-11","2013-11-11",106,723,106
15766,"2013-07-28","enrolled","LA",NA,"young",NA,1,1196,110,0,"2013-10-31","2013-10-31",95,1196,95
15767,"2013-07-28","control","SF",NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15768,"2013-07-28","enrolled",NA,"A","oldish","Wait a minute, wait a minute.  You ain't heard nothin' yet!",2,2985,290,0,"2013-08-03","2013-08-12",7.5,1492.5,6
15769,"2013-07-28","enrolled","LA","B",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15770,"2013-07-28","control","LA",NA,"wise",NA,0,0,0,0,NA,NA,NA,NA,NA
15771,"2013-07-28","control",NA,"C",NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15772,"2013-07-28","control",NA,"D",NA,"Greed, for lack of a better word, is good.",9,112184,0,0,"2013-07-28","2013-12-13",15.3333333333333,12464.8888888889,0
15773,"2013-07-28","control",NA,"B","wise",NA,0,0,0,0,NA,NA,NA,NA,NA
15774,"2013-07-28","control","SF",NA,NA,NA,3,3894,0,0,"2013-09-01","2013-12-15",46.6666666666667,1298,35
15775,"2013-07-28","enrolled","SF","C","youthful","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15776,"2013-07-28","enrolled","SF","A",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15777,"2013-07-28","control",NA,"D","youthful","Hasta la vista, baby.",25,236175,0,0,"2013-07-28","2013-12-30",6.2,9447,0
15778,"2013-07-28","control","LA","C","young",NA,0,0,0,0,NA,NA,NA,NA,NA
15779,"2013-07-28","enrolled","SF","D",NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15780,"2013-07-28","control",NA,"C",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15781,"2013-07-28","enrolled","SF",NA,"wise",NA,0,0,0,0,NA,NA,NA,NA,NA
15782,"2013-07-28","enrolled","SF",NA,NA,NA,16,10196,920,0,"2013-07-29","2013-12-25",9.375,637.25,1
15783,"2013-07-28","control",NA,NA,"oldish",NA,0,0,0,0,NA,NA,NA,NA,NA
15784,"2013-07-28","control",NA,"C",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15785,"2013-07-28","control","SF",NA,"wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15786,"2013-07-28","control",NA,"A",NA,"Frankly, my dear, I don't give a damn.",1,0,0,0,"2013-11-27","2013-11-27",122,0,122
15787,"2013-07-28","control","SF","B","young","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15788,"2013-07-28","enrolled","SF","A",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15789,"2013-07-28","enrolled","NY",NA,"youthful",NA,1,3010,300,0,"2013-10-09","2013-10-09",73,3010,73
15790,"2013-07-28","enrolled","SF",NA,"oldish","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15791,"2013-07-28","control",NA,"A",NA,NA,4,4790,0,0,"2013-08-19","2013-10-22",21.5,1197.5,22
15792,"2013-07-28","enrolled","NY",NA,"wise",NA,0,0,0,0,NA,NA,NA,NA,NA
15793,"2013-07-28","enrolled","SF","B","young","Soylent Green is people!",19,28804,2810,0,"2013-07-30","2013-12-30",8.1578947368421,1516,2
15794,"2013-07-29","enrolled","NY","D","wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15795,"2013-07-29","control",NA,NA,"young","Fasten your seatbelts. It's going to be a bumpy night.",1,1408,0,0,"2013-11-17","2013-11-17",111,1408,111
15796,"2013-07-29","control",NA,NA,"wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15797,"2013-07-29","enrolled",NA,NA,NA,"Show me the money!",2,1662,160,0,"2013-11-01","2013-12-17",70.5,831,95
15798,"2013-07-29","enrolled","SF",NA,"youthful","You're gonna need a bigger boat.",1,5634,560,0,"2013-10-01","2013-10-01",64,5634,64
15799,"2013-07-29","enrolled",NA,"B",NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15800,"2013-07-29","control",NA,"A",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15801,"2013-07-29","control","SF",NA,NA,NA,1,0,0,0,"2013-08-10","2013-08-10",12,0,12
15802,"2013-07-29","enrolled",NA,NA,NA,NA,31,75450,7340,5000,"2013-08-08","2013-12-27",4.87096774193548,2433.87096774194,10
15803,"2013-07-29","enrolled",NA,"A",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15804,"2013-07-29","control","NY",NA,NA,"E.T. phone home.",3,29638,0,0,"2013-10-10","2013-12-19",47.6666666666667,9879.33333333333,73
15805,"2013-07-29","enrolled",NA,NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15806,"2013-07-29","enrolled",NA,NA,"young","Badges? We ain't got no badges! We don't need no badges! I don't have to show you any stinking badges!",1,1535,150,0,"2013-11-27","2013-11-27",121,1535,121
15807,"2013-07-29","enrolled",NA,"D","wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15808,"2013-07-29","enrolled","LA",NA,"wise",NA,8,14413,1400,0,"2013-09-17","2013-12-18",17.75,1801.625,50
15809,"2013-07-29","control","NY",NA,NA,NA,1,717,0,0,"2013-11-23","2013-11-23",117,717,117
15810,"2013-07-29","control",NA,NA,"oldish",NA,0,0,0,0,NA,NA,NA,NA,NA
15811,"2013-07-29","enrolled","NY","B","youthful",NA,42,213312,20940,20000,"2013-08-02","2013-12-30",3.66666666666667,5078.85714285714,4
15812,"2013-07-29","enrolled","NY","B",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15813,"2013-07-29","enrolled",NA,"A","oldish","It's alive!  It's alive!",2,2724,260,0,"2013-11-20","2013-12-01",62.5,1362,114
15814,"2013-07-29","control",NA,"A","young",NA,1,2051,0,0,"2013-11-15","2013-11-15",109,2051,109
15815,"2013-07-29","enrolled","LA",NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15816,"2013-07-29","enrolled","NY","B",NA,"Mother of mercy, is this the end of Rico?",1,1172,110,0,"2013-12-07","2013-12-07",131,1172,131
15817,"2013-07-29","enrolled",NA,NA,NA,"Life is a banquet, and most poor suckers are starving to death!",3,6064,600,0,"2013-08-28","2013-12-15",46.3333333333333,2021.33333333333,30
15818,"2013-07-29","enrolled","LA",NA,"oldish",NA,0,0,0,0,NA,NA,NA,NA,NA
15819,"2013-07-29","enrolled","NY","A",NA,NA,4,4661,450,0,"2013-08-28","2013-12-21",36.25,1165.25,30
15820,"2013-07-29","enrolled",NA,NA,NA,NA,2,8877,880,0,"2013-09-07","2013-10-02",32.5,4438.5,40
15821,"2013-07-30","control",NA,"B","young","After all, tomorrow is another day!",1,630,0,0,"2013-11-27","2013-11-27",120,630,120
15822,"2013-07-30","enrolled",NA,NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15823,"2013-07-30","enrolled",NA,NA,"young",NA,3,3547,340,0,"2013-08-10","2013-11-24",39,1182.33333333333,11
15824,"2013-07-30","control",NA,"D",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15825,"2013-07-30","enrolled",NA,NA,"oldish","Oh, Jerry, don't let's ask for the moon. We have the stars.",1,2145,210,0,"2013-09-26","2013-09-26",58,2145,58
15826,"2013-07-30","control",NA,"A","young",NA,0,0,0,0,NA,NA,NA,NA,NA
15827,"2013-07-30","enrolled",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15828,"2013-07-30","control",NA,NA,"oldish","Elementary, my dear Watson.",1,5764,0,0,"2013-10-21","2013-10-21",83,5764,83
15829,"2013-07-30","control","LA",NA,"youthful","You're gonna need a bigger boat.",1,2634,0,0,"2013-11-30","2013-11-30",123,2634,123
15830,"2013-07-30","control",NA,NA,"oldish","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15831,"2013-07-30","control","LA","B",NA,"My mother thanks you. My father thanks you. My sister thanks you. And I thank you.",1,896,0,0,"2013-10-12","2013-10-12",74,896,74
15832,"2013-07-30","enrolled","LA",NA,"wise","Play it, Sam.  Play 'As Time Goes By.'",3,4009,390,0,"2013-08-04","2013-12-09",44,1336.33333333333,5
15833,"2013-07-30","control","LA","B","wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15834,"2013-07-30","control",NA,NA,"wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15835,"2013-07-30","control",NA,NA,"youthful",NA,13,65662,0,0,"2013-08-14","2013-12-26",11.4615384615385,5050.92307692308,15
15836,"2013-07-30","control","SF",NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15837,"2013-07-30","enrolled","SF",NA,NA,NA,2,217,20,0,"2013-09-08","2013-12-16",69.5,108.5,40
15838,"2013-07-30","enrolled","NY","B",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15839,"2013-07-30","control","SF","A","young",NA,0,0,0,0,NA,NA,NA,NA,NA
15840,"2013-07-30","control",NA,"B",NA,NA,6,28733,0,0,"2013-07-30","2013-11-18",18.5,4788.83333333333,0
15841,"2013-07-30","control",NA,NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15842,"2013-07-30","enrolled","LA","A","oldish","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15843,"2013-07-30","control",NA,NA,"youthful","Rosebud.",4,17054,0,0,"2013-08-08","2013-10-14",19,4263.5,9
15844,"2013-07-30","control",NA,NA,"youthful",NA,0,0,0,0,NA,NA,NA,NA,NA
15845,"2013-07-30","control",NA,NA,"youthful","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15846,"2013-07-30","enrolled",NA,"A",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15847,"2013-07-30","enrolled","SF",NA,"young",NA,0,0,0,0,NA,NA,NA,NA,NA
15848,"2013-07-30","enrolled",NA,"C",NA,"My mother thanks you. My father thanks you. My sister thanks you. And I thank you.",7,12828,1240,0,"2013-08-03","2013-12-02",17.8571428571429,1832.57142857143,4
15849,"2013-07-30","control",NA,NA,"young",NA,1,725,0,0,"2013-12-30","2013-12-30",153,725,153
15850,"2013-07-30","control",NA,NA,"young","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15851,"2013-07-30","enrolled","NY","B","youthful","Who's on first.",2,5345,530,0,"2013-09-03","2013-10-17",39.5,2672.5,35
15852,"2013-07-30","control","NY","D",NA,NA,1,1669,0,0,"2013-11-27","2013-11-27",120,1669,120
15853,"2013-07-30","control","LA","C",NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15854,"2013-07-30","control","SF","C",NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15855,"2013-07-30","enrolled","LA","B",NA,"You talking to me?",3,4803,460,0,"2013-11-01","2013-12-08",43.6666666666667,1601,94
15856,"2013-07-30","enrolled",NA,NA,"young","Yo, Adrian!",1,379,30,0,"2013-09-05","2013-09-05",37,379,37
15857,"2013-07-30","control",NA,NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15858,"2013-07-31","enrolled","SF","B",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15859,"2013-07-31","control",NA,"D",NA,"Show me the money!",1,4324,0,0,"2013-12-07","2013-12-07",129,4324,129
15860,"2013-07-31","enrolled","LA","D",NA,NA,3,17559,1740,0,"2013-10-13","2013-10-25",28.6666666666667,5853,74
15861,"2013-07-31","enrolled","NY","A","young",NA,1,1636,160,0,"2013-09-11","2013-09-11",42,1636,42
15862,"2013-07-31","control",NA,NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15863,"2013-07-31","enrolled",NA,NA,"wise",NA,0,0,0,0,NA,NA,NA,NA,NA
15864,"2013-07-31","control",NA,"B",NA,"There's no place like home. ",2,1361,0,0,"2013-11-04","2013-12-05",63.5,680.5,96
15865,"2013-07-31","enrolled",NA,"C","wise",NA,11,44809,4430,0,"2013-08-03","2013-12-18",12.7272727272727,4073.54545454545,3
15866,"2013-07-31","enrolled","SF","B","young","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15867,"2013-07-31","control",NA,NA,"oldish",NA,0,0,0,0,NA,NA,NA,NA,NA
15868,"2013-07-31","control","LA",NA,NA,"You're gonna need a bigger boat.",2,1817,0,0,"2013-10-03","2013-10-13",37,908.5,64
15869,"2013-07-31","enrolled","LA",NA,"young",NA,12,10241,970,0,"2013-08-02","2013-12-24",12.1666666666667,853.416666666667,2
15870,"2013-07-31","enrolled","LA",NA,"youthful",NA,0,0,0,0,NA,NA,NA,NA,NA
15871,"2013-07-31","control","SF",NA,"young","Wait a minute, wait a minute.  You ain't heard nothin' yet!",9,5730,0,0,"2013-08-09","2013-12-24",16.2222222222222,636.666666666667,9
15872,"2013-07-31","control","NY","A",NA,"Snap out of it!",1,1495,0,0,"2013-11-11","2013-11-11",103,1495,103
15873,"2013-07-31","enrolled",NA,NA,NA,NA,6,21384,2110,0,"2013-08-04","2013-12-11",22.1666666666667,3564,4
15874,"2013-07-31","enrolled",NA,NA,NA,"No wire hangers, ever!",3,5157,500,0,"2013-09-04","2013-10-23",28,1719,35
15875,"2013-07-31","control","LA","C","youthful",NA,2,7908,0,0,"2013-08-20","2013-10-16",38.5,3954,20
15876,"2013-07-31","control","LA","C",NA,NA,8,86717,0,0,"2013-09-23","2013-12-26",18.5,10839.625,54
15877,"2013-07-31","control",NA,NA,"youthful",NA,2,2636,0,0,"2013-09-01","2013-09-21",26,1318,32
15878,"2013-07-31","enrolled","SF",NA,"young","Well, nobody's perfect.",1,1447,140,0,"2013-09-13","2013-09-13",44,1447,44
15879,"2013-07-31","control","LA","C","oldish",NA,3,7521,0,0,"2013-08-05","2013-11-13",35,2507,5
15880,"2013-07-31","control","LA",NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15881,"2013-07-31","enrolled","NY",NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15882,"2013-07-31","control","SF","A",NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15883,"2013-07-31","control","SF",NA,"oldish","You had me at ""hello.""",1,1551,0,0,"2013-11-10","2013-11-10",102,1551,102
15884,"2013-07-31","control",NA,"D","wise",NA,0,0,0,0,NA,NA,NA,NA,NA
15885,"2013-07-31","control","LA",NA,"wise","Elementary, my dear Watson.",8,12708,0,0,"2013-08-03","2013-12-21",17.875,1588.5,3
15886,"2013-07-31","control","NY","B",NA,NA,3,3681,0,0,"2013-08-13","2013-12-10",44,1227,13
15887,"2013-07-31","control",NA,"C",NA,"You don't understand!  I coulda had class. I coulda been a contender. I could've been somebody, instead of a bum, which is what I am.",1,2502,0,0,"2013-09-23","2013-09-23",54,2502,54
15888,"2013-08-01","enrolled",NA,"C",NA,NA,20,67954,6650,5000,"2013-08-02","2013-12-26",7.35,3397.7,1
15889,"2013-08-01","enrolled",NA,NA,NA,NA,1,4233,420,0,"2013-09-10","2013-09-10",40,4233,40
15890,"2013-08-01","control",NA,"C","oldish",NA,17,48597,0,0,"2013-08-22","2013-12-24",8.52941176470588,2858.64705882353,21
15891,"2013-08-01","control","NY",NA,NA,NA,2,3782,0,0,"2013-09-02","2013-10-22",41,1891,32
15892,"2013-08-01","enrolled",NA,NA,"youthful",NA,1,2900,290,0,"2013-12-24","2013-12-24",145,2900,145
15893,"2013-08-01","enrolled",NA,"A","young","A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.",15,14728,1410,0,"2013-08-05","2013-12-25",9.73333333333333,981.866666666667,4
15894,"2013-08-01","enrolled",NA,NA,"young",NA,1,316,30,0,"2013-11-24","2013-11-24",115,316,115
